timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1731654704.126047,796.0742026018759,804.0207607017763,796.1752645134625,783.3341356917207
1731654704.141667,795.7067678313927,803.8263391585202,796.2192107863079,783.5696832652562
1731654704.1572866,795.7189853959957,803.78838720993,796.2765458925667,783.906505808499
1731654704.1729066,796.601759002514,804.008947783818,796.4193179372687,784.5825132630226
1731654704.1885266,798.5534966744332,804.4625187331095,796.719479277619,785.8040615882244
1731654704.2041464,800.7369995817721,804.9325645898898,797.09738282343,787.3162157685678
1731654704.2197664,801.0750895399842,805.0367579587346,797.2322087164083,788.1273945357575
1731654704.2353864,797.3153709085241,804.4005039519272,796.6754741778165,786.8269134192357
1731654704.2497027,788.9556802443277,802.9257459596004,795.1252479781509,782.4680137721684
1731654704.251006,778.4262579462371,800.9700879121439,792.6377126662876,775.3971614490004
1731654704.2533782,770.0213982634282,799.2538609749374,789.5754468546216,767.2799785558869
1731654704.253595,766.8602915074986,798.5172372974687,786.3295333335174,760.1504367114707
1731654704.2574875,768.2720188192413,799.1834216986471,783.0812413614782,755.1629017208375
1731654704.26138,770.220416122608,801.2681577486538,779.8387415137418,752.0570098152928
1731654704.2652724,768.9068192267016,804.4890533384036,776.6985937064719,749.7571370891734
1731654704.266626,764.5210056018481,808.3233527877215,774.0324902073238,747.5137534996504
1731654704.2691648,761.499103061555,811.9441710036244,772.3657711883546,745.5212055814952
1731654704.2722435,764.6478877876635,814.3102324524576,772.0372984494404,744.4899660433493
1731654704.2730572,774.4685765510083,814.6524570248696,772.9614525474511,744.691980028174
1731654704.2769496,786.0559923876494,813.0940372226802,774.7010842958425,745.5245810359705
1731654704.280842,792.8431517196849,810.768471123768,776.7384656733929,746.1253400831102
1731654704.282246,792.0056225660235,809.1423634417498,778.667523171601,746.4834563163238
1731654704.2847345,786.7095989221801,809.0317917589633,780.1990876743392,747.8792305959404
1731654704.288627,783.1546035153625,810.1478028770503,781.1364486351515,751.9959397580362
1731654704.2911086,785.0148555992993,811.5122622781005,781.4817804213578,759.2920209051887
1731654704.292519,790.2007426233484,812.2969772965156,781.5647603706095,768.057238552642
1731654704.2964118,792.7951123070509,812.361637888778,781.92404148154,775.1643139855902
1731654704.297866,788.4566227476445,812.1569662511462,782.8964002369744,778.1400908197691
1731654704.3003042,778.5548817776195,812.2129670841935,784.2547954126347,777.0065430960359
1731654704.3010895,769.4191272191403,812.665015663329,785.3106540367498,774.422316100689
1731654704.3041966,767.3207911518377,813.1416522364414,785.503102447402,773.9383935489858
1731654704.308089,773.4738448793731,813.0583331906042,784.9976262357225,777.6089224845463
1731654704.309974,783.2922428972475,812.0972637705611,784.7150326851878,784.6773562932793
1731654704.3119817,790.495386700606,810.5174000837732,785.6651480413349,792.2983947088164
1731654704.313486,792.5544111876188,809.0458325950055,788.103800905771,797.8135039747269
1731654704.315874,792.8676765561598,808.4292579026397,791.265961017585,800.9162930513975
1731654704.3197663,797.8088774017923,809.0039050018311,793.9627458735877,803.9711731104971
1731654704.3236587,811.0701281687382,810.5916771724475,795.5375216023705,810.0374863557652
1731654704.3275514,829.9833871661065,812.7027510995624,796.3187028481871,820.0329707516213
1731654704.3288393,846.9244211389705,814.7843017943759,797.1788805642477,831.4188958019519
1731654704.329106,854.8303652674831,816.3449018150963,798.6708062661596,839.760280206068
1731654704.3314438,852.5847817355657,817.0295677620577,800.5961260179191,842.1367905952194
1731654704.3353362,846.0560516355171,816.7659599094957,802.3860000038084,839.6592272334598
1731654704.336,843.8340058109176,815.8915144914093,803.8319372439432,836.9013233109516
1731654704.3392286,850.7833412323561,815.0295076475423,805.3603322790306,838.5480660460229
1731654704.3431213,864.382221972374,814.6703660355141,807.5340869673819,845.8843681226617
1731654704.3447258,876.8331876761663,814.7516882555299,810.275879096877,855.883778920387
1731654704.3470137,881.3608709432464,814.6112516915575,812.6175147738262,863.5092724046319
1731654704.3477044,877.5593003690179,813.4027177658819,813.2955782627193,865.2995026628405
1731654704.350906,871.3204764167433,810.7095402510113,811.730066473365,861.4978153522367
1731654704.3547983,869.4703889831362,806.9689789788033,808.5765178733072,855.3707946387251
1731654704.3586907,873.8042552142164,803.4330901115367,805.4030026018627,850.601284544011
1731654704.3603456,879.6364483641163,801.6152850755517,803.7455805459799,848.9066834550248
1731654704.3625832,879.92312508866,802.4437427384559,804.2439928002026,849.5327893321662
1731654704.3664756,871.2363539580174,805.5939292333996,806.4344057146853,850.6464130414669
