Feature_Index,Feature,RF_Mean_Importance,RF_Std_Importance,RF_CI_Lower,RF_CI_Upper,RF_CV_Robustness,RF_Ranking_Stability,RF_Consistency_Index,Perm_Mean_Importance,Perm_Std_Importance,Perm_CI_Lower,Perm_CI_Upper,Perm_Ranking_Stability,Perm_Consistency_Index,Mutual_Information
125,eeg_4_rms,0.005283729296901221,0.002835505779994466,0.004477887470486826,0.006089571123315615,1.863416801276932,0.0,0.022311513535325487,8.658008658005493e-06,0.012628378631185004,-0.0035802874883342425,0.003597603505650254,0.04,0.02326781434698047,0.0037248005961831865
76,eeg_2_lyapunov_exp,0.005268560835125795,0.002772853151068732,0.004480524688840635,0.006056596981410955,1.9000503662049733,0.02,0.02235770060092487,-0.0030043290043290107,0.0147599140473863,-0.007199050163983449,0.0011903921553254276,0.02,0.02667413552451803,0.0
56,eeg_2_mobility,0.005255394049143389,0.002167772734158735,0.004639319854666096,0.005871468243620682,2.424328770215857,0.0,0.026759851088505055,-0.0009264069264069314,0.012758159653009395,-0.004552235781704694,0.002699421928890831,0.02,0.029097735330863576,0.0
13,eeg_1_iqr,0.005202771987221973,0.0023802369012692307,0.004526316144546357,0.005879227829897588,2.1858209852412434,0.0,0.025218378048088918,-0.002441558441558441,0.015491488216276654,-0.00684419067957342,0.001961073796456538,0.02,0.02043267663846789,0.021986531004140497
67,eeg_2_theta_relative_power,0.005064064131042098,0.0024485374871326955,0.00436819747663557,0.005759930785448626,2.0681994663485055,0.0,0.025538226908201157,1.7316017316015773e-05,0.01171424411993525,-0.0033118353260789264,0.0033464673607109577,0.06,0.030143612534813697,0.011204113735874044
123,eeg_4_min,0.005059724018166634,0.0027161384335301574,0.004287806016266265,0.0058316420200670025,1.8628372432795337,0.02,0.02386857703752732,0.0017229437229437225,0.01168558249361905,-0.0015980620763787617,0.005043949522266207,0.06,0.027302814991439002,0.08158323285944391
156,corr_eeg_1_eeg_2,0.005027111895497863,0.0022574915559612834,0.004385539893985504,0.005668683897010223,2.226857353923296,0.0,0.026641515648223663,-0.003774891774891776,0.013698009494192814,-0.007667822999692027,0.0001180394499084754,0.0,0.019915648882468575,0.021446361006423054
154,eeg_4_lyapunov_exp,0.004891886803781497,0.0016650909052165846,0.004418673204404405,0.005365100403158588,2.937909572783495,0.0,0.03190676245397314,-0.0018441558441558452,0.013088724364754716,-0.00556393015106948,0.0018756184627577899,0.04,0.02035574342847845,0.0
63,eeg_2_spectral_entropy,0.004857778321320231,0.0026927236322308195,0.004092514732321192,0.00562304191031927,1.8040388856734835,0.02,0.02444635466542271,-0.0022424242424242415,0.015533271055965454,-0.00665693103209246,0.002172082547243977,0.02,0.029250892174136987,0.0
71,eeg_2_beta_relative_power,0.004849036125692885,0.0026498277867728344,0.004095963401086836,0.005602108850298934,1.8299438049912051,0.0,0.022306618905531213,-0.000935064935064937,0.009295314868619273,-0.0035767641915692384,0.0017066343214393641,0.02,0.03142424432770537,0.0
144,eeg_4_theta_power,0.004826543699496671,0.002354584396591773,0.004157378217985978,0.005495709181007363,2.0498494347869114,0.0,0.024610723829008595,-0.003194805194805195,0.014199897033674072,-0.007230371280138509,0.000840760890528119,0.0,0.020624279938212087,0.0
12,eeg_1_energy,0.0048223077827317,0.0023707803570017392,0.004148539460200762,0.005496076105262639,2.0340591928239276,0.0,0.024837396061194967,0.0003982683982683971,0.0062534801315239155,-0.0013789509910157234,0.0021754877875525174,0.0,0.02025318246970533,0.050506085349166785
137,eeg_4_mean_freq,0.004797045097054638,0.00209907249487744,0.004200495294552894,0.005393594899556383,2.2853164339152965,0.0,0.02747994571597619,-0.0001904761904761927,0.013534536322659442,-0.004036948853968746,0.003655996473016361,0.04,0.02403521429975033,0.03603401391954786
55,eeg_2_activity,0.004787710172036353,0.002932249953817149,0.00395437395563402,0.005621046388438686,1.6327769065273952,0.0,0.021748123661245445,-0.003004329004329006,0.009700219770745254,-0.005761100960792317,-0.0002475570478656947,0.0,0.04863269073708104,0.0
38,eeg_1_hurst_exp,0.0047556067635255135,0.0023947930540694686,0.004075014107995955,0.005436199419055072,1.9858110732629737,0.0,0.02410863561693704,-0.00412121212121212,0.01663537626064242,-0.00884893374447501,0.0006065095020507697,0.04,0.02763042927179207,0.0
122,eeg_4_max,0.004750302839699339,0.002488309542567059,0.004043133092201763,0.005457472587196916,1.9090481178213414,0.0,0.02524151007058962,-0.001316017316017318,0.014611517673302401,-0.005468564692790145,0.0028365300607555086,0.02,0.022545632986078055,0.05019748409716929
