timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1731304379.050801,816.7328897075756,780.385415271876,756.5550380442518,808.1706721187609
1731304379.066398,798.87286626047,777.2045958673389,756.7104487297107,790.4538755724395
1731304379.081995,794.7388168350391,777.9297379979887,759.189646320056,784.6537163270021
1731304379.084031,811.2727109480269,784.3116747038748,764.2551455130456,797.0172547472994
1731304379.087937,843.5632828823811,794.9113173503628,769.3325298076254,823.6813910909726
1731304379.091843,875.5267178310951,805.8781913686905,770.2787608075081,851.1640955116221
1731304379.0957484,889.2224397972998,813.2448572069358,764.253797821371,864.5621027367372
1731304379.097592,878.4284489662936,815.3117842021204,752.3430235294034,859.314728255306
1731304379.0996542,855.2771150711949,813.4528960512068,739.7179802226846,846.1635208125276
1731304379.10356,841.8367012524006,810.8014464627337,732.6720777957818,842.5578675898399
1731304379.1074655,851.6130889507904,809.9076431559872,734.403550873107,856.417346063569
1731304379.1083782,876.9321477259665,811.1261222037157,742.7062944651584,877.3181159802796
1731304379.1113715,894.7558008708908,812.6947875969491,751.4270375530874,884.8359601716847
1731304379.1131887,887.1478440866673,812.1167138119873,754.6454565377372,867.6909444400769
1731304379.1152773,858.3583034392888,807.7411691994845,750.4318028811949,836.0911602063563
1731304379.1191828,832.3914672325986,799.6490199593973,741.4389116101968,814.8391819082715
1731304379.1230886,832.1604488082222,789.5585989065017,732.1968476655599,822.1776847179148
1731304379.1269944,858.483592330388,779.9781637357245,725.6873615842318,852.9813022162405
1731304379.1272435,888.1996422203956,773.1192503233856,722.1872750234932,881.8725206941336
1731304379.1287858,893.9150040054523,770.132399722731,720.977528422829,884.4029772255041
1731304379.1309,868.2022673211651,770.9684066107742,722.5691393059566,858.1069537813777
1731304379.1348057,830.5336293116701,774.7350742651834,728.6418206602955,824.8146432633209
1731304379.1387117,810.4420357106712,780.1764486058217,739.5325179004282,811.8449153640391
1731304379.1426172,821.8062286556005,786.0285082587051,752.1198332258181,828.3742230005014
1731304379.1443827,851.2111995614504,791.2464808920425,760.9942125835872,857.7199635358105
1731304379.1461086,870.5937696288744,795.1397029172034,762.5567581403288,872.3152615672557
1731304379.146523,862.5224997269506,797.3676044612278,758.3913907565473,858.1242437876313
1731304379.1504283,835.3543306851169,797.8252632241425,754.4328323315347,826.9628309035778
1731304379.1543343,814.9272001326257,796.6311251138468,756.1919134384422,805.936776031437
1731304379.15824,820.6210800240002,794.3540364388351,764.0516061927297,813.40427163051
1731304379.1599796,847.539768083558,792.2128764749474,772.7758835092618,842.6768839908895
1731304379.162146,870.8819371349912,791.7710380479672,775.7176568800703,867.7170804319658
1731304379.164974,868.4596265596525,794.0957856227766,770.136301691776,865.6399530759122
1731304379.1660516,840.9250064575391,799.0707164742884,759.1847344710087,836.2060905076056
1731304379.1699572,811.3918607797181,805.5916152572685,749.150811122658,801.5128805252907
1731304379.1738627,804.7914187223562,812.4867268495153,744.6438293986512,786.6662609089952
1731304379.1755764,825.4989162842264,819.1651574337267,745.9200917836432,798.5320294911
1731304379.1777687,853.1322852417011,825.3062432066384,750.2082391682479,820.6611038294084
1731304379.1816745,860.1212310730615,830.0828867379172,755.1006737546606,828.1049309934401
1731304379.183839,835.6579432712067,832.0349991406223,760.480752674158,809.1281366222846
1731304379.1855805,795.5365537667351,829.9869688398566,767.3576688901132,775.6626090978546
1731304379.1860826,769.714219313662,824.2033198523909,775.2064828385938,754.0028282693801
1731304379.1894858,778.0028309750401,816.6955004598575,780.784168574088,763.2567972428234
1731304379.1911736,813.8599326750025,810.4267102873907,779.8659213213169,798.9504533969719
1731304379.1933916,849.5566324985089,808.0380866812785,770.597451517834,835.4239898088337
1731304379.197297,858.5696786622779,810.783774587898,755.6759738562024,845.7540321571416
1731304379.201203,836.7620747149672,817.9364682741314,741.4760056848133,823.2774191582346
1731304379.2027044,804.6899933018726,826.7934691876209,734.5950335487782,786.7677184683162
1731304379.2051086,789.2014023367553,833.5922832525946,738.1351233935474,764.6516914730158
1731304379.2067704,800.2649253430949,835.3852916221585,750.060812992396,771.5122491034796
1731304379.2090144,823.0870978517108,831.9691751813924,764.4765566387863,796.8001546147827
1731304379.2129202,832.100167775015,826.3001161784525,774.9200668370407,815.0184258776421
1731304379.216826,814.2123990573547,822.6323761230785,777.7831654699885,808.1054364332113
1731304379.2207315,780.8947689195065,823.556074911519,774.020381418358,780.7280132410008
1731304379.221,758.8322142523818,828.2874644800992,768.2274568245807,755.9932358559465
1731304379.2215698,767.4298916071997,833.6066373874696,765.6014981273394,755.9071860315098
1731304379.2223673,802.2227676336367,836.5671269784125,768.5893420867782,783.097696931895
1731304379.2246373,837.8868486098473,836.6766841504538,775.3829077399748,818.5497614856606
1731304379.228543,848.4169141441821,835.8759661049596,781.3527427878319,836.8765636916513
1731304379.2324488,828.1557313288229,836.5646471830312,782.4662743138922,826.6338533260346
1731304379.2363546,796.435829525468,839.4244218911506,778.1574133283111,799.0894712845392
1731304379.2379644,781.6520009738292,842.7633936055881,771.4504299163555,778.1812608403055
1731304379.2402604,797.6095829169914,843.7868646935508,766.3357127162554,780.1190017489912
1731304379.2404351,831.8012616724897,840.7325044167326,764.6046442194287,800.0179084754346
1731304379.244166,855.5201800884493,834.2723314781374,764.6503376597954,816.917550725853
1731304379.2480717,847.4465843212759,827.2404219340729,763.0066413332365,812.5704446100484
1731304379.2519774,811.2323846370672,822.9840503936279,757.2489484598003,787.5966901059505
1731304379.2535613,772.8999205453242,823.5066645325128,748.0085386997386,761.2114730067717
1731304379.2558832,760.5066898407674,828.4924876487028,738.6948819365256,755.0047988814847
1731304379.2559173,782.4229949482244,835.5076332423071,733.26536622546,774.6141819509221
1731304379.2593002,821.0681674200225,840.9676996584056,733.7581362094684,804.566046123258
1731304379.259789,846.7056093570319,841.3867236118635,739.3745342239349,820.5003037548761
1731304379.2636943,840.6884951870126,834.6949261054725,747.5954363260427,808.788703005399
1731304379.2676003,810.3420932510898,821.3902696659195,756.1111287795557,777.5679455682734
1731304379.269158,783.6273454742739,804.9053711433221,763.7191790509378,750.2096725335246
1731304379.271506,787.0540730433456,790.5051483364225,769.5201500508979,746.7673965658063
