timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1731107571.0011926,798.4295925469756,803.550724954664,802.9116663125177,813.3463889071535
1731107571.036333,795.1827221986632,803.900256797694,801.3523761818172,811.5686822541063
1731107571.0463686,792.7502342330215,804.8342446351037,799.8071277899878,810.1692521421305
1731107571.0502627,791.8525657028147,806.4218487809557,798.5480189552427,809.4233259398281
1731107571.0541568,792.8280310750091,808.0778585322753,797.9988136965828,809.2810774147484
1731107571.058051,795.3862326005516,808.9043603873563,798.346208853254,809.195020995151
1731107571.0619452,798.8046903296587,808.2804580112727,799.3111336313865,808.3282696849976
1731107571.0658393,802.5239363852291,806.3100986561068,800.3666064113357,806.1972879640117
1731107571.0697334,806.5471473131785,803.8470860370666,801.2000329803477,803.3155520816507
1731107571.0714738,811.1559506674348,802.0833704592683,801.9583635063582,801.242688568516
1731107571.0736277,816.1851037108711,801.9323122758082,803.0577408825211,801.8482435662323
1731107571.0771675,820.6164074821058,803.5437552804165,804.7752070459509,806.228655803633
1731107571.0775216,822.9409309624884,806.21882952038,806.9875792212531,813.9986352619218
1731107571.081416,821.9661299834352,808.7778492422825,809.2012129425374,823.3935140451428
1731107571.08531,817.38806436802,810.1734258987791,810.7605421824508,832.0637170632668
1731107571.089204,809.8241532142698,809.9920926663858,811.091907576418,838.0660132958118
1731107571.0930982,800.5517809573967,808.5666279580986,809.928988600018,840.5500768831827
1731107571.096042,791.2705261504206,806.6814387290716,807.4718268709877,839.8876421164949
1731107571.0969925,783.8568266012197,805.1067897570665,804.3785512524528,837.284800252891
1731107571.1008863,779.8982356871595,804.2678781483105,801.5386264655164,834.1172300900441
1731107571.104781,780.077846954959,804.2092626734654,799.7281437192953,831.2979402842822
1731107571.1066146,783.8600593925618,804.7798835063784,799.3363278260351,828.9548841979521
1731107571.1086748,789.8560248255772,805.8279880346812,800.2953122916733,826.5819737108402
1731107571.1125689,796.6760999802982,807.2543751475434,802.2220313621267,823.6135254851449
1731107571.1149163,803.5635525727837,808.9360224802011,804.6793636483306,820.086932782955
1731107571.1164627,810.2331403852799,810.6312961462671,807.3960442495,816.8862802562198
1731107571.120357,816.0919968497947,811.9634942875646,810.2812249358922,815.2549466705647
1731107571.1242511,819.7191736119757,812.5284864323378,813.2022838046604,815.8308817316756
1731107571.1281457,819.3863742269382,812.1130354851424,815.7249408319473,817.9576593174684
1731107571.1302714,814.4614458052636,810.9021403958905,817.1212157906469,819.9207172691818
1731107571.1320395,806.5434956949649,809.4677177083825,816.7508826321326,820.0341721055541
1731107571.1337907,799.1198969525167,808.4451906830782,814.549769138851,817.7848032979031
1731107571.1359336,795.6409931470794,808.1049205668663,811.1903993412647,814.173780210438
1731107571.1398275,797.314740983273,808.195312938499,807.730456757258,811.0142699590325
1731107571.141755,802.3566063246524,808.2191295902087,805.0126905535782,809.7064041476231
1731107571.1437218,807.3778242393532,807.8838718215572,803.2844550326487,810.3518315133717
1731107571.145818,809.879084545496,807.2912919112335,802.2774211458025,811.7970433615991
1731107571.147616,809.9175070788914,806.7052372289221,801.5900012100323,812.5352703684608
1731107571.1515102,809.7190824021766,806.1844644645635,801.0434795320235,811.8083455519335
1731107571.1526651,811.6863613013418,805.519040765055,800.8201516999118,810.1343741274625
1731107571.1554043,816.4584236801633,804.58373362776,801.379715112685,808.9169675384985
1731107571.1592984,822.4681592380299,803.7266613893506,803.1945819091663,809.4420272999943
1731107571.1613643,827.1313819090678,803.6781117120021,806.3619985474597,811.9653560894345
1731107571.1631925,828.5800011684635,804.912272280744,810.2940278241877,815.4892212077846
1731107571.1670866,826.6586381448822,807.0214989146996,813.7971942936636,818.3428495546326
1731107571.1709807,822.687246761888,808.7821133177907,815.647656092377,819.1634192719246
1731107571.1715395,818.4407758017433,808.9836628949265,815.3267261846986,817.6396963614421
1731107571.174875,815.1791968963927,807.3348641159293,813.3644913084427,814.5666573176311
1731107571.176896,813.2797755372516,804.6410631619633,811.0171058960794,811.2390724415494
1731107571.1769109,812.4812601977503,802.1124360129002,809.510007803552,808.6408239731253
1731107571.178769,812.3747483187175,800.4506942463688,809.3505340960662,806.9568724552867
1731107571.1826632,812.733503094453,799.5173908308878,810.0971110987307,805.6476663484383
1731107571.1865573,813.4963321903191,798.7959510838933,810.6661206149643,803.9569923781909
1731107571.190414,814.528083256931,798.1123274459683,809.9855078606461,801.5160811001099
1731107571.1904514,815.4586458009221,797.8809562003488,807.6428490754595,798.6904449553371
1731107571.1924574,815.8014001700164,798.6544925868163,804.1558852773829,796.4402563072246
1731107571.1943457,815.2550734370271,800.4535064074724,800.6770092573202,795.7306787635204
1731107571.1982398,813.8918039072524,802.5515094008585,798.3015239449876,796.8648804459855
1731107571.202134,812.0441721997644,803.9331052936601,797.4529400887374,799.2486732541973
1731107571.206028,810.0126791835058,804.0227418537822,797.784268447108,801.7980068861306
1731107571.208004,807.8957416755383,803.0886557776216,798.6334577065163,803.6558146078378
1731107571.2092884,805.7058575743772,802.0577335565188,799.6270184462093,804.6211296040167
1731107571.209922,803.6123425461955,801.9404757877888,800.931186784855,804.9989978855987
1731107571.2120366,801.9858279183784,803.2641724109528,802.9808365875244,805.1370416907005
1731107571.2138162,801.1442086843966,805.7995671031152,805.9595792208197,805.1446448274033
1731107571.2177105,801.0825514328614,808.6534508181318,809.4721327753479,804.9955435606663
1731107571.2216046,801.4930926624744,810.6567680893539,812.6424226971252,804.7640738434895
1731107571.2235503,802.0176824389449,810.8995180699168,814.5267142009228,804.6350104427437
1731107571.225499,802.4538476527288,809.1892252917061,814.5508388192765,804.6394611822391
1731107571.2281628,802.7774589230584,806.1810740273928,812.7422226294361,804.4258061165225
1731107571.2293928,803.0512347685573,803.0584016096876,809.6885860091219,803.3816952915603
1731107571.2332869,803.33446329484,800.9254042527257,806.2765228619463,801.08579024818
1731107571.2371807,803.6474188359869,800.2955771687116,803.3332528596482,797.7373207488878
1731107571.2390969,803.9807941934001,800.9884023529723,801.3353752289952,794.1947869667185
1731107571.2410753,804.3183517027808,802.4153493369597,800.321314796475,791.5475894458788
1731107571.2449694,804.6510261480519,803.952070608852,800.0261943930317,790.500433295346
1731107571.2470372,804.9785165929424,805.1226551527518,800.1259143952813,791.007782629296
1731107571.2471774,805.3044979126001,805.598031268378,800.4330139321492,792.4296444466836
1731107571.2488637,805.6320791650323,805.2139444111606,800.9426863341807,794.0785569401129
1731107571.2527575,805.9622047348295,804.1237603926476,801.7254601359298,795.693815387409
1731107571.2546434,806.2943189072455,802.9322271317159,802.756834395765,797.437331445862
1731107571.2566516,806.627588152575,802.533687121399,803.8263797469607,799.4600879775044
1731107571.2605455,806.9616001120105,803.592906411769,804.6235771335802,801.518783496768
1731107571.26444,807.2964018706335,805.9948825311113,804.9472617437345,803.0771041532337
1731107571.2659116,807.6322304217931,808.7599543770966,804.8526469583951,803.833135436476
1731107571.2683342,807.9692771574674,810.6271694584966,804.594818181559,804.1726426950256
1731107571.27019,808.3076099956915,810.9366678427269,804.4285080462183,805.0778212244993
1731107571.2722282,808.6472090041552,810.1017216426516,804.4550281877864,807.4566797598521
1731107571.2761223,808.9880327119967,809.2316049401619,804.6248187997456,811.3169018973201
1731107571.2800164,809.3300707542065,809.1786073609012,804.8376100652258,815.3833362106186
1731107571.282318,809.6733753501203,809.8027049870111,805.0269758436592,817.5549629015115
1731107571.2839108,810.0180630624851,810.0714396209713,805.1802595572466,816.0851429023083
1731107571.2847862,810.364259936972,808.8911221770194,805.3150790560607,810.8079127297253
1731107571.2857363,810.7119787359542,805.9666490123235,805.450810960405,803.5379044413562
1731107571.2878048,811.0609973393758,802.0242683964655,805.5953972604025,797.2119524215706
1731107571.2916987,811.4109079217851,798.2972325574988,805.7468718071617,794.2061513601518
1731107571.295593,811.7614932428835,795.7330190331501,805.9002243288583,794.9202419497888
1731107571.299487,812.113321739078,794.5064813167571,806.0522582032165,797.6123997220243
1731107571.301283,812.4679898663022,794.1087470932354,806.2025468357375,799.6123621257432
1731107571.3033812,812.8271920592103,793.8393542421943,806.3521143093598,799.073433356342
1731107571.3036606,813.1904141612326,793.2954537203718,806.501961828062,796.0784628845543
1731107571.3072755,813.5527763725271,792.5494548637822,806.6524484800409,792.41825379241
1731107571.3111696,813.9063594225117,791.9919084398358,806.8034261378987,790.2886086939837
1731107571.3150637,814.2477071052678,792.031914997304,806.9546142907815,790.830714588989
1731107571.3168294,814.5887930321965,792.8565300503242,807.105843839702,793.4626644797426
1731107571.3174589,814.9601074079249,794.3350855211162,807.2570921183838,796.3821337963146
1731107571.3189578,815.3909313545689,796.0709944414581,807.4084059669973,797.8516422291815
1731107571.322535,815.8652362625562,797.5877277123521,807.559824419506,797.3696317775955
1731107571.322852,816.2850563484668,798.5999973417544,807.7113496722972,795.9088951823855
1731107571.326746,816.5047194884067,799.2298633398045,807.862957989361,795.0737411253286
1731107571.3306403,816.4808680711743,799.9859961261751,808.0146225934469,795.853213664399
1731107571.332376,816.4759290039224,801.4489598413811,808.1663280411116,797.9583328129539
1731107571.3345344,817.0967476229443,803.8407447639596,808.3180693476843,800.2066591569652
1731107571.3384285,818.9138529720099,806.7909853179868,808.4698387479589,801.511678978624
1731107571.3414094,821.7209374514874,809.4937726022674,808.6216095833136,801.6002790711534
1731107571.3423226,824.1002953649128,811.1572143865232,808.7733328943849,800.9735608356784
1731107571.346217,824.1088907694162,811.4277836306795,808.9249624311719,800.3462088347293
1731107571.3479223,820.8933385765046,810.5086396935279,809.0765062539796,800.1280626855598
1731107571.3501108,815.7672065452944,808.9491341057387,809.2280652664231,800.2890955738924
1731107571.3525994,811.4963365688092,807.3335214927772,809.3797867640998,800.5666944465812
1731107571.354005,810.2386832002877,806.1154228133659,809.5316889198817,800.7844205825786
