timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1731305425.5827885,805.6248461283217,587.3042775556016,782.994741790022,791.7807129311653
1731305425.6176667,806.2569482040632,706.2291945584283,858.566482024971,797.6097626355588
1731305425.621735,805.3557815238582,874.7942834173331,935.9368633590171,802.4752225939337
1731305425.6256323,802.0056175557238,1041.9634617605475,993.8084233282789,805.5694818922814
1731305425.6295297,796.2588295437821,1077.5918336215573,999.5980620610455,806.9040911852902
1731305425.6334271,789.1212649845119,907.1161538752423,948.5464331005902,807.9465227011368
1731305425.6373246,782.2805553096579,620.6251695351358,885.1148861385434,811.1373026338706
1731305425.6378586,777.7212908606384,427.78960621907004,873.5550380044549,818.1018914772742
1731305425.641222,777.2049587345364,479.8319812609233,937.2818278833896,827.8928017618101
1731305425.6451192,781.5396265763268,720.6107287796481,1025.3009744878,836.9619519356247
1731305425.6457498,789.8976335763907,915.6876177319477,1045.3400346803328,841.2244824122718
1731305425.6490166,799.8329836819993,848.700162481534,942.312728938273,838.7904237418176
1731305425.6525447,808.3927012635636,517.6935033826143,754.8045113977337,831.3271003192507
1731305425.652914,813.7185696390483,154.68063590994575,595.7411954084132,823.0139167649359
1731305425.656715,815.8108574979284,41.45604604095274,567.4117841287765,817.799007580522
1731305425.6568117,815.7516214597366,275.8691155205386,680.7314008744743,816.8888576132556
1731305425.660709,814.260863578141,693.4895421888078,848.964172313918,818.267565180689
1731305425.661333,811.2028150984859,1014.3507527847271,961.8577788225407,818.5908094189123
1731305425.664606,806.5188862144641,1078.9627921751319,973.5503729895626,815.9795681444094
1731305425.6685035,801.2935975642579,957.1958448281441,926.4371891208706,811.4456485196378
1731305425.6724007,797.4647841142507,841.2608840387081,895.987570564691,807.7328049535655
1731305425.6755707,796.362927939243,844.1628676246276,915.969223672851,806.5699954619706
1731305425.676298,797.7062501470979,906.147684597049,955.7816511430084,806.8112097242648
1731305425.6769173,800.1257845073911,888.9140919094182,963.9232310211712,805.2365006937194
1731305425.6801956,802.5507275646161,745.9224858634936,926.8759056133949,799.4318721139543
1731305425.684093,804.9715180506312,590.1731250946657,883.964456008505,790.2633252271211
1731305425.687423,807.9359980681036,591.9618783455842,887.0668862394947,781.7249232573345
1731305425.6879902,811.4282425447004,807.1404618530969,947.0349509471049,778.1279698790725
1731305425.6918876,814.2284332924761,1100.706088298939,1017.9708065333112,780.8339620174653
